x,y,z,roll,pitch,yaw,v
6.587102508544921875e+01,7.808068752288818359e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-5.732442438602447510e-02,9.704283337248991170e-01
6.587102508544921875e+01,7.808068752288818359e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-5.732442438602447510e-02,9.704283337248991170e-01
6.591954803466796875e+01,7.808010101318359375e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.616459727287292480e-01,1.098838800234751778e+00
6.591954803466796875e+01,7.808010101318359375e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.616459727287292480e-01,1.098838800234751778e+00
6.591954803466796875e+01,7.808010101318359375e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.616459727287292480e-01,1.098838800234751778e+00
6.591954803466796875e+01,7.808010101318359375e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.616459727287292480e-01,1.098838800234751778e+00
6.597448730468750000e+01,7.807759284973144531e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.616577148437500000e-01,1.161148493278604255e+00
6.597448730468750000e+01,7.807759284973144531e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.616577148437500000e-01,1.161148493278604255e+00
6.597448730468750000e+01,7.807759284973144531e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.616577148437500000e-01,1.161148493278604255e+00
6.603254699707031250e+01,7.807494163513183594e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.616631090641021729e-01,1.226991056425549953e+00
6.603254699707031250e+01,7.807494163513183594e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.616631090641021729e-01,1.226991056425549953e+00
6.603254699707031250e+01,7.807494163513183594e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.616631090641021729e-01,1.226991056425549953e+00
6.609389495849609375e+01,7.807213783264160156e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.616093158721923828e-01,1.296567904396771720e+00
6.609389495849609375e+01,7.807213783264160156e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.616093158721923828e-01,1.296567904396771720e+00
6.609389495849609375e+01,7.807213783264160156e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.616093158721923828e-01,1.296567904396771720e+00
6.609389495849609375e+01,7.807213783264160156e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.616093158721923828e-01,1.296567904396771720e+00
6.615872192382812500e+01,7.806917667388916016e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.615667581558227539e-01,1.370089812346686697e+00
6.615872192382812500e+01,7.806917667388916016e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.615667581558227539e-01,1.370089812346686697e+00
6.615872192382812500e+01,7.806917667388916016e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.615667581558227539e-01,1.370089812346686697e+00
6.615872192382812500e+01,7.806917667388916016e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.615667581558227539e-01,1.370089812346686697e+00
6.622722625732421875e+01,7.806604862213134766e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.615240514278411865e-01,1.447780411515932508e+00
6.622722625732421875e+01,7.806604862213134766e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.615240514278411865e-01,1.447780411515932508e+00
6.622722625732421875e+01,7.806604862213134766e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.615240514278411865e-01,1.447780411515932508e+00
6.629961395263671875e+01,7.806274414062500000e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.614070177078247070e-01,1.529876946230826373e+00
6.629961395263671875e+01,7.806274414062500000e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.614070177078247070e-01,1.529876946230826373e+00
6.629961395263671875e+01,7.806274414062500000e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.614070177078247070e-01,1.529876946230826373e+00
6.629961395263671875e+01,7.806274414062500000e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.614070177078247070e-01,1.529876946230826373e+00
6.637610626220703125e+01,7.805562496185302734e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-6.130313277244567871e-01,1.601022525537638019e+00
6.637610626220703125e+01,7.805562496185302734e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-6.130313277244567871e-01,1.601022525537638019e+00
6.637610626220703125e+01,7.805562496185302734e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-6.130313277244567871e-01,1.601022525537638019e+00
6.637610626220703125e+01,7.805562496185302734e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-6.130313277244567871e-01,1.601022525537638019e+00
6.645615386962890625e+01,7.804706096649169922e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-6.130523085594177246e-01,1.670687128824531742e+00
6.645615386962890625e+01,7.804706096649169922e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-6.130523085594177246e-01,1.670687128824531742e+00
6.645615386962890625e+01,7.804706096649169922e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-6.130523085594177246e-01,1.670687128824531742e+00
6.645615386962890625e+01,7.804706096649169922e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-6.130523085594177246e-01,1.670687128824531742e+00
6.653968048095703125e+01,7.803812503814697266e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-6.131032705307006836e-01,1.743383313843529958e+00
6.653968048095703125e+01,7.803812503814697266e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-6.131032705307006836e-01,1.743383313843529958e+00
6.653968048095703125e+01,7.803812503814697266e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-6.131032705307006836e-01,1.743383313843529958e+00
6.653968048095703125e+01,7.803812503814697266e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-6.131032705307006836e-01,1.743383313843529958e+00
6.662684631347656250e+01,7.802879810333251953e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-6.131508946418762207e-01,1.819241441837176732e+00
6.662684631347656250e+01,7.802879810333251953e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-6.131508946418762207e-01,1.819241441837176732e+00
6.662684631347656250e+01,7.802879810333251953e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-6.131508946418762207e-01,1.819241441837176732e+00
6.662684631347656250e+01,7.802879810333251953e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-6.131508946418762207e-01,1.819241441837176732e+00
6.671780395507812500e+01,7.801901340484619141e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.048173427581787109e+00,1.898308056615325867e+00
6.671780395507812500e+01,7.801901340484619141e+00,5.993707105517387390e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.048173427581787109e+00,1.898308056615325867e+00
6.681270599365234375e+01,7.800165176391601562e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.048206329345703125e+00,1.967941923098427415e+00
6.681270599365234375e+01,7.800165176391601562e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.048206329345703125e+00,1.967941923098427415e+00
6.681270599365234375e+01,7.800165176391601562e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.048206329345703125e+00,1.967941923098427415e+00
6.681270599365234375e+01,7.800165176391601562e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.048206329345703125e+00,1.967941923098427415e+00
6.691108703613281250e+01,7.798365116119384766e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.048202872276306152e+00,2.040130700016586029e+00
6.691108703613281250e+01,7.798365116119384766e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.048202872276306152e+00,2.040130700016586029e+00
6.691108703613281250e+01,7.798365116119384766e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.048202872276306152e+00,2.040130700016586029e+00
6.691108703613281250e+01,7.798365116119384766e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.048202872276306152e+00,2.040130700016586029e+00
6.701307678222656250e+01,7.796499252319335938e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.048315644264221191e+00,2.114967682249092373e+00
6.701307678222656250e+01,7.796499252319335938e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.048315644264221191e+00,2.114967682249092373e+00
6.701307678222656250e+01,7.796499252319335938e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.048315644264221191e+00,2.114967682249092373e+00
6.701307678222656250e+01,7.796499252319335938e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.048315644264221191e+00,2.114967682249092373e+00
6.711880493164062500e+01,7.794551849365234375e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.512426614761352539e+00,2.192412613497106033e+00
6.711880493164062500e+01,7.794551849365234375e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.512426614761352539e+00,2.192412613497106033e+00
6.711880493164062500e+01,7.794551849365234375e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.512426614761352539e+00,2.192412613497106033e+00
6.711880493164062500e+01,7.794551849365234375e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.512426614761352539e+00,2.192412613497106033e+00
6.711880493164062500e+01,7.794551849365234375e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.512426614761352539e+00,2.192412613497106033e+00
6.722838592529296875e+01,7.791658401489257812e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.512389779090881348e+00,2.263264822744696758e+00
6.722838592529296875e+01,7.791658401489257812e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.512389779090881348e+00,2.263264822744696758e+00
6.722838592529296875e+01,7.791658401489257812e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.512389779090881348e+00,2.263264822744696758e+00
6.722838592529296875e+01,7.791658401489257812e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.512389779090881348e+00,2.263264822744696758e+00
6.734150695800781250e+01,7.788671493530273438e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.512308001518249512e+00,2.336406397867752283e+00
6.734150695800781250e+01,7.788671493530273438e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.512308001518249512e+00,2.336406397867752283e+00
6.734150695800781250e+01,7.788671493530273438e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.512308001518249512e+00,2.336406397867752283e+00
6.734150695800781250e+01,7.788671493530273438e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.512308001518249512e+00,2.336406397867752283e+00
6.745829010009765625e+01,7.785588264465332031e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.512258768081665039e+00,2.411910483493264312e+00
6.745829010009765625e+01,7.785588264465332031e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.512258768081665039e+00,2.411910483493264312e+00
6.745829010009765625e+01,7.785588264465332031e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.512258768081665039e+00,2.411910483493264312e+00
6.745829010009765625e+01,7.785588264465332031e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.512258768081665039e+00,2.411910483493264312e+00
6.757882690429687500e+01,7.781925678253173828e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.958909034729003906e+00,2.486039885947166628e+00
6.757882690429687500e+01,7.781925678253173828e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.958909034729003906e+00,2.486039885947166628e+00
6.757882690429687500e+01,7.781925678253173828e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.958909034729003906e+00,2.486039885947166628e+00
6.757882690429687500e+01,7.781925678253173828e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.958909034729003906e+00,2.486039885947166628e+00
6.757882690429687500e+01,7.781925678253173828e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.958909034729003906e+00,2.486039885947166628e+00
6.770305633544921875e+01,7.777676582336425781e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.958879828453063965e+00,2.558674946736815503e+00
6.770305633544921875e+01,7.777676582336425781e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.958879828453063965e+00,2.558674946736815503e+00
6.770305633544921875e+01,7.777676582336425781e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.958879828453063965e+00,2.558674946736815503e+00
6.770305633544921875e+01,7.777676582336425781e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.958879828453063965e+00,2.558674946736815503e+00
6.783091735839843750e+01,7.773303508758544922e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.958918690681457520e+00,2.633432227659867397e+00
6.783091735839843750e+01,7.773303508758544922e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.958918690681457520e+00,2.633432227659867397e+00
6.783091735839843750e+01,7.773303508758544922e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-1.958918690681457520e+00,2.633432227659867397e+00
6.796250152587890625e+01,7.768494606018066406e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.348919630050659180e+00,2.708246058469796491e+00
6.796250152587890625e+01,7.768494606018066406e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.348919630050659180e+00,2.708246058469796491e+00
6.796250152587890625e+01,7.768494606018066406e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.348919630050659180e+00,2.708246058469796491e+00
6.796250152587890625e+01,7.768494606018066406e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.348919630050659180e+00,2.708246058469796491e+00
6.809780120849609375e+01,7.762944698333740234e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.348919630050659180e+00,2.781011391096789076e+00
6.809780120849609375e+01,7.762944698333740234e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.348919630050659180e+00,2.781011391096789076e+00
6.809780120849609375e+01,7.762944698333740234e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.348919630050659180e+00,2.781011391096789076e+00
6.823673248291015625e+01,7.757245540618896484e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.348716259002685547e+00,2.855732181959699467e+00
6.823673248291015625e+01,7.757245540618896484e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.348716259002685547e+00,2.855732181959699467e+00
6.823673248291015625e+01,7.757245540618896484e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.348716259002685547e+00,2.855732181959699467e+00
6.823673248291015625e+01,7.757245540618896484e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.348716259002685547e+00,2.855732181959699467e+00
6.837938690185546875e+01,7.751064777374267578e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.651581287384033203e+00,2.914692933218797855e+00
6.837938690185546875e+01,7.751064777374267578e+00,7.945265620946884155e-02,0.000000000000000000e+00,3.601553955078125000e+02,-2.651581287384033203e+00,2.914692933218797855e+00
